COMMAND,NR,PWD,TTY,USER,"_raw","_time",apparmor,capability,capname,class,code,comm,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone","denied_mask",dev,eventtype,fsuid,host,index,ino,linecount,msg,name,operation,ouid,path,permissive,pid,profile,punct,"requested_mask",scontext,source,sourcetype,"splunk_server","splunk_server_group",status,tag,"tag::eventtype",tclass,tcontext,timeendpos,timestartpos,type,uid
,,,,,"Apr 21 09:58:03 10.10.10.12 Apr 21 14:58:04 wazuh-server ossec: {""timestamp"":""2026-04-21T14:58:04.804+0000"",""rule"":{""level"":7,""description"":""SCA summary: CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Score less than 50% (43)"",""id"":""19004"",""firedtimes"":1,""mail"":false,""groups"":[""sca""],""gdpr"":[""IV_35.7.d""],""pci_dss"":[""2.2""],""nist_800_53"":[""CM.1""],""tsc"":[""CC7.1"",""CC7.2""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1776783484.33899"",""decoder"":{""name"":""sca""},""data"":{""sca"":{""type"":""summary"",""scan_id"":""1000156393"",""policy"":""CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0."",""description"":""This document provides prescriptive guidance for establishing a secure configuration posture for Amazon Linux 2023 systems running on x86 and x64 platforms. This document was tested against Amazon Linux 2023."",""policy_id"":""cis_amazon_linux_2023"",""passed"":""77"",""failed"":""99"",""invalid"":""7"",""total_checks"":""183"",""score"":""43"",""file"":""cis_amazon_linux_2023.yml""}},""location"":""sca""}","2026-04-21T09:58:03.000-0500",,,,,,,9,21,58,april,3,tuesday,2026,local,,,,,"10.10.10.12",wazuh,,1,,,,,,,,,"__::_...___::_-_:_{"""":""--::.+"","""":{"""":,"""":""_:_____",,,"udp:515",wazuh,"tgmp-Ubuntu",,,,,,,16,0,,
,,,,,"Apr 21 09:57:54 10.10.10.12 Apr 21 14:57:56 wazuh-server ossec: {""timestamp"":""2026-04-21T14:57:56.109+0000"",""rule"":{""level"":3,""description"":""CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure message of the day is configured properly.: Status changed from failed to passed"",""id"":""19010"",""firedtimes"":1,""mail"":false,""groups"":[""sca""],""gdpr"":[""IV_35.7.d""],""pci_dss"":[""2.2""],""nist_800_53"":[""CM.1""],""tsc"":[""CC7.1"",""CC7.2""],""cis"":[""1.7.1""],""mitre_techniques"":[""T1082"",""T1592"",""T1592.004""],""mitre_tactics"":[""TA0007""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1776783476.29874"",""decoder"":{""name"":""sca""},""data"":{""sca"":{""type"":""check"",""scan_id"":""1000156393"",""policy"":""CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0."",""check"":{""id"":""31045"",""title"":""Ensure message of the day is configured properly."",""description"":""The contents of the /etc/motd file are displayed to users after login and function as a message of the day for authenticated users. Unix-based systems have typically displayed information about the OS release and patch level upon logging in to the system. This information can be useful to developers who are developing software for a particular OS platform. If mingetty(8) supports the following options, they display operating system information: \\m - machine architecture \\r - operating system release \\s - operating system name \\v - operating system version."",""rationale"":""Warning messages inform users who are attempting to login to the system of their legal status regarding the system and must include the name of the organization that owns the system and any monitoring policies that are in place. Displaying OS and patch level information in login banners also has the side effect of providing detailed system information to attackers attempting to target specific exploits of a system. Authorized users can easily get this information by running the \"" uname -a \"" command once they have logged in."",""remediation"":""Edit the /etc/motd file with the appropriate contents according to your site policy, remove any instances of \\m , \\r , \\s , \\v or references to the OS platform OR If the motd is not used, this file can be removed. Run the following command to remove the motd file: # rm /etc/motd."",""compliance"":{""cis"":""1.7.1"",""mitre_techniques"":""T1082,T1592,T1592.004"",""mitre_tactics"":""TA0007""},""file"":[""/etc/motd""],""result"":""passed"",""previous_result"":""failed""}}},""location"":""sca""}","2026-04-21T09:57:54.000-0500",,,,,,,9,21,57,april,54,tuesday,2026,local,,,,,"10.10.10.12",wazuh,,1,,,,,,,,,"__::_...___::_-_:_{"""":""--::.+"","""":{"""":,"""":""_______",,,"udp:515",wazuh,"tgmp-Ubuntu",,,,,,,16,0,,
,,,,,"Apr 21 09:57:33 10.10.10.12 Apr 21 14:57:36 wazuh-server ossec: {""timestamp"":""2026-04-21T14:57:36.925+0000"",""rule"":{""level"":3,""description"":""Auditd: SELinux permission check."",""id"":""80730"",""firedtimes"":1,""mail"":false,""groups"":[""audit"",""audit_selinux""],""gdpr"":[""IV_30.1.g"",""IV_35.7.d""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.6""],""pci_dss"":[""10.6.1""],""tsc"":[""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1776783456.29250"",""full_log"":""type=AVC msg=audit(1776783456.306:298): avc:  denied  { write } for  pid=6691 comm=\""passwd\"" path=\""/var/ossec/queue/vd_updater/tmp/contents/1896046-api_file.json\"" dev=\""sda1\"" ino=38443484 scontext=system_u:system_r:passwd_t:s0 tcontext=system_u:object_r:tmp_t:s0 tclass=file permissive=1"",""decoder"":{""name"":""auditd""},""data"":{""audit"":{""type"":""AVC"",""id"":""298"",""pid"":""6691"",""command"":""passwd""}},""location"":""/var/log/audit/audit.log""}","2026-04-21T09:57:33.000-0500",,,,,,"\",9,21,57,april,33,tuesday,2026,local,,"\",,,"10.10.10.12",wazuh,38443484,1,"audit(1776783456.306:298):",,,,"\",1,6691,,"__::_...___::_-_:_{"""":""--::.+"","""":{"""":,"""":"":___."",",,"system_u:system_r:passwd_t:s0","udp:515",wazuh,"tgmp-Ubuntu",,,,,file,"system_u:object_r:tmp_t:s0",16,0,AVC,
,,,,,"Apr 21 09:57:01 10.10.10.12 Apr 21 14:57:04 wazuh-server ossec: {""timestamp"":""2026-04-21T14:57:04.607+0000"",""rule"":{""level"":3,""description"":""Wazuh server started."",""id"":""502"",""firedtimes"":1,""mail"":false,""groups"":[""ossec""],""pci_dss"":[""10.6.1""],""gpg13"":[""10.1""],""gdpr"":[""IV_35.7.d""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.6""],""tsc"":[""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1776783424.28998"",""full_log"":""ossec: Manager started."",""decoder"":{""name"":""ossec""},""location"":""wazuh-monitord""}","2026-04-21T09:57:01.000-0500",,,,,,,9,21,57,april,1,tuesday,2026,local,,,,,"10.10.10.12",wazuh,,1,,,,,,,,,"__::_...___::_-_:_{"""":""--::.+"","""":{"""":,"""":""__."",""""",,,"udp:515",wazuh,"tgmp-Ubuntu",,,,,,,16,0,,
,,,,,"Apr 21 09:56:56 10.10.10.12 Apr 21 14:56:59 wazuh-server ossec: {""timestamp"":""2026-04-21T14:56:59.030+0000"",""rule"":{""level"":3,""description"":""PAM: Login session closed."",""id"":""5502"",""firedtimes"":1,""mail"":false,""groups"":[""pam"",""syslog""],""pci_dss"":[""10.2.5""],""gpg13"":[""7.8"",""7.9""],""gdpr"":[""IV_32.2""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.14"",""AC.7""],""tsc"":[""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1776783419.28625"",""full_log"":""Apr 21 14:56:58 wazuh-server sudo[5371]: pam_unix(sudo:session): session closed for user root"",""predecoder"":{""program_name"":""sudo"",""timestamp"":""Apr 21 14:56:58"",""hostname"":""wazuh-server""},""decoder"":{""parent"":""pam"",""name"":""pam""},""data"":{""dstuser"":""root""},""location"":""journald""}","2026-04-21T09:56:56.000-0500",,,,,,,9,21,56,april,56,tuesday,2026,local,,,,,"10.10.10.12",wazuh,,1,,,,,,,,,"__::_...___::_-_:_{"""":""--::.+"","""":{"""":,"""":"":___."",",,,"udp:515",wazuh,"tgmp-Ubuntu",,,,,,,16,0,,
,,,,,"Apr 21 09:56:53 10.10.10.12 Apr 21 14:56:56 wazuh-server ossec: {""timestamp"":""2026-04-21T14:56:56.770+0000"",""rule"":{""level"":7,""description"":""Listened ports status (netstat) changed (new port opened or closed)."",""id"":""533"",""firedtimes"":1,""mail"":false,""groups"":[""ossec""],""pci_dss"":[""10.2.7"",""10.6.1""],""gpg13"":[""10.1""],""gdpr"":[""IV_35.7.d""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.14"",""AU.6""],""tsc"":[""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1776783416.27315"",""previous_output"":""Previous output:\nossec: output: 'netstat listening ports':\ntcp 0.0.0.0:22 0.0.0.0:* /usr\ntcp6 :::22 :::* /usr\nudp 10.10.10.12:68 0.0.0.0:* 2399/systemd-networ\nudp 127.0.0.1:323 0.0.0.0:* 1870/chronyd\nudp6 ::1:323 :::* 1870/chronyd\ntcp 0.0.0.0:443 0.0.0.0:* 1791/node\ntcp 0.0.0.0:1514 0.0.0.0:* 2923/wazuh-remoted\ntcp 0.0.0.0:1515 0.0.0.0:* 2802/wazuh-authd\ntcp6 127.0.0.1:9200 :::* 2477/java\ntcp6 127.0.0.1:9300 :::* 2477/java\ntcp 0.0.0.0:55000 0.0.0.0:* 2740/python3\ntcp6 :::55000 :::* 2740/python3"",""full_log"":""ossec: output: 'netstat listening ports':\ntcp 0.0.0.0:22 0.0.0.0:* /usr\ntcp6 :::22 :::* /usr\nudp 10.10.10.12:68 0.0.0.0:* 2399/systemd-networ\nudp 127.0.0.1:323 0.0.0.0:* 1870/chronyd\nudp6 ::1:323 :::* 1870/chronyd\ntcp 0.0.0.0:443 0.0.0.0:* 5353/node\ntcp 0.0.0.0:1514 0.0.0.0:* 5823/wazuh-remoted\ntcp 0.0.0.0:1515 0.0.0.0:* 5738/wazuh-authd\ntcp6 127.0.0.1:9200 :::* 2477/java\ntcp6 127.0.0.1:9300 :::* 2477/java\ntcp 0.0.0.0:55000 0.0.0.0:* 5687/python3\ntcp6 :::55000 :::* 5687/python3"",""decoder"":{""name"":""ossec""},""previous_log"":""ossec: output: 'netstat listening ports':\ntcp 0.0.0.0:22 0.0.0.0:* /usr\ntcp6 :::22 :::* /usr\nudp 10.10.10.12:68 0.0.0.0:* 2399/systemd-networ\nudp 127.0.0.1:323 0.0.0.0:* 1870/chronyd\nudp6 ::1:323 :::* 1870/chronyd\ntcp 0.0.0.0:443 0.0.0.0:* 1791/node\ntcp 0.0.0.0:1514 0.0.0.0:* 2923/wazuh-remoted\ntcp 0.0.0.0:1515 0.0.0.0:* 2802/wazuh-authd\ntcp6 127.0.0.1:9200 :::* 2477/java\ntcp6 127.0.0.1:9300 :::* 2477/java\ntcp 0.0.0.0:55000 0.0.0.0:* 2740/python3\ntcp6 :::55000 :::* 2740/python3"",""location"":""netstat listening ports""}","2026-04-21T09:56:53.000-0500",,,,,,,9,21,56,april,53,tuesday,2026,local,,,,,"10.10.10.12",wazuh,,1,,,,,,,,,"__::_...___::_-_:_{"""":""--::.+"","""":{"""":,"""":""___()__",,,"udp:515",wazuh,"tgmp-Ubuntu",,,,,,,16,0,,
,,,,,"Apr 21 09:56:14 10.10.10.12 Apr 21 14:56:17 wazuh-server ossec: {""timestamp"":""2026-04-21T14:56:17.305+0000"",""rule"":{""level"":3,""description"":""PAM: Login session opened."",""id"":""5501"",""mitre"":{""id"":[""T1078""],""tactic"":[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""],""technique"":[""Valid Accounts""]},""firedtimes"":6,""mail"":false,""groups"":[""pam"",""syslog"",""authentication_success""],""pci_dss"":[""10.2.5""],""gpg13"":[""7.8"",""7.9""],""gdpr"":[""IV_32.2""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.14"",""AC.7""],""tsc"":[""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1776783377.26877"",""full_log"":""Apr 21 14:56:17 wazuh-server sudo[5371]: pam_unix(sudo:session): session opened for user root(uid=0) by wazuh-user(uid=0)"",""predecoder"":{""program_name"":""sudo"",""timestamp"":""Apr 21 14:56:17"",""hostname"":""wazuh-server""},""decoder"":{""parent"":""pam"",""name"":""pam""},""data"":{""srcuser"":""wazuh-user"",""dstuser"":""root(uid=0)"",""uid"":""0""},""location"":""journald""}","2026-04-21T09:56:14.000-0500",,,,,,,9,21,56,april,14,tuesday,2026,local,,,,,"10.10.10.12",wazuh,,1,,,,,,,,,"__::_...___::_-_:_{"""":""--::.+"","""":{"""":,"""":"":___."",",,,"udp:515",wazuh,"tgmp-Ubuntu",,,,,,,16,0,,0
"/usr/bin/systemctl",,"/home/wazuh-user","pts/0",root,"Apr 21 09:56:14 10.10.10.12 Apr 21 14:56:17 wazuh-server ossec: {""timestamp"":""2026-04-21T14:56:17.305+0000"",""rule"":{""level"":3,""description"":""Successful sudo to ROOT executed."",""id"":""5402"",""mitre"":{""id"":[""T1548.003""],""tactic"":[""Privilege Escalation"",""Defense Evasion""],""technique"":[""Sudo and Sudo Caching""]},""firedtimes"":4,""mail"":false,""groups"":[""syslog"",""sudo""],""pci_dss"":[""10.2.5"",""10.2.2""],""gpg13"":[""7.6"",""7.8"",""7.13""],""gdpr"":[""IV_32.2""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.14"",""AC.7"",""AC.6""],""tsc"":[""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1776783377.26316"",""full_log"":""Apr 21 14:56:16 wazuh-server sudo[5371]:     root : TTY=pts/0 ; PWD=/home/wazuh-user ; USER=root ; COMMAND=/usr/bin/systemctl restart wazuh-manager"",""predecoder"":{""program_name"":""sudo"",""timestamp"":""Apr 21 14:56:16"",""hostname"":""wazuh-server""},""decoder"":{""parent"":""sudo"",""name"":""sudo"",""ftscomment"":""First time user executed the sudo command""},""data"":{""srcuser"":""root"",""dstuser"":""root"",""tty"":""pts/0"",""pwd"":""/home/wazuh-user"",""command"":""/usr/bin/systemctl restart wazuh-manager""},""location"":""journald""}","2026-04-21T09:56:14.000-0500",,,,,,,9,21,56,april,14,tuesday,2026,local,,,,,"10.10.10.12",wazuh,,1,,,,,,,,,"__::_...___::_-_:_{"""":""--::.+"","""":{"""":,"""":""____."",",,,"udp:515",wazuh,"tgmp-Ubuntu",,,,,,,16,0,,
,,,,,"Apr 21 09:56:06 10.10.10.12 Apr 21 14:56:09 wazuh-server ossec: {""timestamp"":""2026-04-21T14:56:09.293+0000"",""rule"":{""level"":3,""description"":""PAM: Login session closed."",""id"":""5502"",""firedtimes"":3,""mail"":false,""groups"":[""pam"",""syslog""],""pci_dss"":[""10.2.5""],""gpg13"":[""7.8"",""7.9""],""gdpr"":[""IV_32.2""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.14"",""AC.7""],""tsc"":[""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1776783369.25943"",""full_log"":""Apr 21 14:56:09 wazuh-server sudo[5348]: pam_unix(sudo:session): session closed for user root"",""predecoder"":{""program_name"":""sudo"",""timestamp"":""Apr 21 14:56:09"",""hostname"":""wazuh-server""},""decoder"":{""parent"":""pam"",""name"":""pam""},""data"":{""dstuser"":""root""},""location"":""journald""}","2026-04-21T09:56:06.000-0500",,,,,,,9,21,56,april,6,tuesday,2026,local,,,,,"10.10.10.12",wazuh,,1,,,,,,,,,"__::_...___::_-_:_{"""":""--::.+"","""":{"""":,"""":"":___."",",,,"udp:515",wazuh,"tgmp-Ubuntu",,,,,,,16,0,,
,,,,,"Apr 21 09:56:06 10.10.10.12 Apr 21 14:56:09 wazuh-server ossec: {""timestamp"":""2026-04-21T14:56:09.293+0000"",""rule"":{""level"":3,""description"":""PAM: Login session opened."",""id"":""5501"",""mitre"":{""id"":[""T1078""],""tactic"":[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""],""technique"":[""Valid Accounts""]},""firedtimes"":5,""mail"":false,""groups"":[""pam"",""syslog"",""authentication_success""],""pci_dss"":[""10.2.5""],""gpg13"":[""7.8"",""7.9""],""gdpr"":[""IV_32.2""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.14"",""AC.7""],""tsc"":[""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1776783369.25505"",""full_log"":""Apr 21 14:56:08 wazuh-server sudo[5348]: pam_unix(sudo:session): session opened for user root(uid=0) by wazuh-user(uid=0)"",""predecoder"":{""program_name"":""sudo"",""timestamp"":""Apr 21 14:56:08"",""hostname"":""wazuh-server""},""decoder"":{""parent"":""pam"",""name"":""pam""},""data"":{""srcuser"":""wazuh-user"",""dstuser"":""root(uid=0)"",""uid"":""0""},""location"":""journald""}","2026-04-21T09:56:06.000-0500",,,,,,,9,21,56,april,6,tuesday,2026,local,,,,,"10.10.10.12",wazuh,,1,,,,,,,,,"__::_...___::_-_:_{"""":""--::.+"","""":{"""":,"""":"":___."",",,,"udp:515",wazuh,"tgmp-Ubuntu",,,,,,,16,0,,0
"/usr/bin/systemctl",,"/home/wazuh-user","pts/0",root,"Apr 21 09:56:06 10.10.10.12 Apr 21 14:56:09 wazuh-server ossec: {""timestamp"":""2026-04-21T14:56:09.293+0000"",""rule"":{""level"":3,""description"":""Successful sudo to ROOT executed."",""id"":""5402"",""mitre"":{""id"":[""T1548.003""],""tactic"":[""Privilege Escalation"",""Defense Evasion""],""technique"":[""Sudo and Sudo Caching""]},""firedtimes"":3,""mail"":false,""groups"":[""syslog"",""sudo""],""pci_dss"":[""10.2.5"",""10.2.2""],""gpg13"":[""7.6"",""7.8"",""7.13""],""gdpr"":[""IV_32.2""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.14"",""AC.7"",""AC.6""],""tsc"":[""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1776783369.24940"",""full_log"":""Apr 21 14:56:08 wazuh-server sudo[5348]:     root : TTY=pts/0 ; PWD=/home/wazuh-user ; USER=root ; COMMAND=/usr/bin/systemctl restart wazuh-dashboard"",""predecoder"":{""program_name"":""sudo"",""timestamp"":""Apr 21 14:56:08"",""hostname"":""wazuh-server""},""decoder"":{""parent"":""sudo"",""name"":""sudo"",""ftscomment"":""First time user executed the sudo command""},""data"":{""srcuser"":""root"",""dstuser"":""root"",""tty"":""pts/0"",""pwd"":""/home/wazuh-user"",""command"":""/usr/bin/systemctl restart wazuh-dashboard""},""location"":""journald""}","2026-04-21T09:56:06.000-0500",,,,,,,9,21,56,april,6,tuesday,2026,local,,,,,"10.10.10.12",wazuh,,1,,,,,,,,,"__::_...___::_-_:_{"""":""--::.+"","""":{"""":,"""":""____."",",,,"udp:515",wazuh,"tgmp-Ubuntu",,,,,,,16,0,,
,,,,,"Apr 21 09:55:58 10.10.10.12 Apr 21 14:56:01 wazuh-server ossec: {""timestamp"":""2026-04-21T14:56:01.267+0000"",""rule"":{""level"":3,""description"":""PAM: Login session closed."",""id"":""5502"",""firedtimes"":2,""mail"":false,""groups"":[""pam"",""syslog""],""pci_dss"":[""10.2.5""],""gpg13"":[""7.8"",""7.9""],""gdpr"":[""IV_32.2""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.14"",""AC.7""],""tsc"":[""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1776783361.24567"",""full_log"":""Apr 21 14:55:59 wazuh-server sudo[5332]: pam_unix(sudo:session): session closed for user root"",""predecoder"":{""program_name"":""sudo"",""timestamp"":""Apr 21 14:55:59"",""hostname"":""wazuh-server""},""decoder"":{""parent"":""pam"",""name"":""pam""},""data"":{""dstuser"":""root""},""location"":""journald""}","2026-04-21T09:55:58.000-0500",,,,,,,9,21,55,april,58,tuesday,2026,local,,,,,"10.10.10.12",wazuh,,1,,,,,,,,,"__::_...___::_-_:_{"""":""--::.+"","""":{"""":,"""":"":___."",",,,"udp:515",wazuh,"tgmp-Ubuntu",,,,,,,16,0,,
,,,,,"Apr 21 09:55:56 10.10.10.12 Apr 21 14:55:59 wazuh-server ossec: {""timestamp"":""2026-04-21T14:55:59.267+0000"",""rule"":{""level"":3,""description"":""PAM: Login session opened."",""id"":""5501"",""mitre"":{""id"":[""T1078""],""tactic"":[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""],""technique"":[""Valid Accounts""]},""firedtimes"":4,""mail"":false,""groups"":[""pam"",""syslog"",""authentication_success""],""pci_dss"":[""10.2.5""],""gpg13"":[""7.8"",""7.9""],""gdpr"":[""IV_32.2""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.14"",""AC.7""],""tsc"":[""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1776783359.24129"",""full_log"":""Apr 21 14:55:59 wazuh-server sudo[5332]: pam_unix(sudo:session): session opened for user root(uid=0) by wazuh-user(uid=0)"",""predecoder"":{""program_name"":""sudo"",""timestamp"":""Apr 21 14:55:59"",""hostname"":""wazuh-server""},""decoder"":{""parent"":""pam"",""name"":""pam""},""data"":{""srcuser"":""wazuh-user"",""dstuser"":""root(uid=0)"",""uid"":""0""},""location"":""journald""}","2026-04-21T09:55:56.000-0500",,,,,,,9,21,55,april,56,tuesday,2026,local,,,,,"10.10.10.12",wazuh,,1,,,,,,,,,"__::_...___::_-_:_{"""":""--::.+"","""":{"""":,"""":"":___."",",,,"udp:515",wazuh,"tgmp-Ubuntu",,,,,,,16,0,,0
"/usr/bin/systemctl",,"/home/wazuh-user","pts/0",root,"Apr 21 09:55:56 10.10.10.12 Apr 21 14:55:59 wazuh-server ossec: {""timestamp"":""2026-04-21T14:55:59.267+0000"",""rule"":{""level"":3,""description"":""Successful sudo to ROOT executed."",""id"":""5402"",""mitre"":{""id"":[""T1548.003""],""tactic"":[""Privilege Escalation"",""Defense Evasion""],""technique"":[""Sudo and Sudo Caching""]},""firedtimes"":2,""mail"":false,""groups"":[""syslog"",""sudo""],""pci_dss"":[""10.2.5"",""10.2.2""],""gpg13"":[""7.6"",""7.8"",""7.13""],""gdpr"":[""IV_32.2""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.14"",""AC.7"",""AC.6""],""tsc"":[""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1776783359.23578"",""full_log"":""Apr 21 14:55:59 wazuh-server sudo[5332]:     root : TTY=pts/0 ; PWD=/home/wazuh-user ; USER=root ; COMMAND=/usr/bin/systemctl restart filebeat"",""predecoder"":{""program_name"":""sudo"",""timestamp"":""Apr 21 14:55:59"",""hostname"":""wazuh-server""},""decoder"":{""parent"":""sudo"",""name"":""sudo"",""ftscomment"":""First time user executed the sudo command""},""data"":{""srcuser"":""root"",""dstuser"":""root"",""tty"":""pts/0"",""pwd"":""/home/wazuh-user"",""command"":""/usr/bin/systemctl restart filebeat""},""location"":""journald""}","2026-04-21T09:55:56.000-0500",,,,,,,9,21,55,april,56,tuesday,2026,local,,,,,"10.10.10.12",wazuh,,1,,,,,,,,,"__::_...___::_-_:_{"""":""--::.+"","""":{"""":,"""":""____."",",,,"udp:515",wazuh,"tgmp-Ubuntu",,,,,,,16,0,,
,,,,,"Apr 21 09:54:40 10.10.10.12 Apr 21 14:54:43 wazuh-server ossec: {""timestamp"":""2026-04-21T14:54:43.000+0000"",""rule"":{""level"":3,""description"":""PAM: Login session closed."",""id"":""5502"",""firedtimes"":1,""mail"":false,""groups"":[""pam"",""syslog""],""pci_dss"":[""10.2.5""],""gpg13"":[""7.8"",""7.9""],""gdpr"":[""IV_32.2""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.14"",""AC.7""],""tsc"":[""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1776783283.23205"",""full_log"":""Apr 21 14:54:41 wazuh-server sudo[5256]: pam_unix(sudo:session): session closed for user root"",""predecoder"":{""program_name"":""sudo"",""timestamp"":""Apr 21 14:54:41"",""hostname"":""wazuh-server""},""decoder"":{""parent"":""pam"",""name"":""pam""},""data"":{""dstuser"":""root""},""location"":""journald""}","2026-04-21T09:54:40.000-0500",,,,,,,9,21,54,april,40,tuesday,2026,local,,,,,"10.10.10.12",wazuh,,1,,,,,,,,,"__::_...___::_-_:_{"""":""--::.+"","""":{"""":,"""":"":___."",",,,"udp:515",wazuh,"tgmp-Ubuntu",,,,,,,16,0,,
,,,,,"Apr 21 09:52:47 10.10.10.12 Apr 21 14:52:49 wazuh-server ossec: {""timestamp"":""2026-04-21T14:52:49.930+0000"",""rule"":{""level"":3,""description"":""PAM: Login session opened."",""id"":""5501"",""mitre"":{""id"":[""T1078""],""tactic"":[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""],""technique"":[""Valid Accounts""]},""firedtimes"":3,""mail"":false,""groups"":[""pam"",""syslog"",""authentication_success""],""pci_dss"":[""10.2.5""],""gpg13"":[""7.8"",""7.9""],""gdpr"":[""IV_32.2""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.14"",""AC.7""],""tsc"":[""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1776783169.22767"",""full_log"":""Apr 21 14:52:49 wazuh-server sudo[5256]: pam_unix(sudo:session): session opened for user root(uid=0) by wazuh-user(uid=0)"",""predecoder"":{""program_name"":""sudo"",""timestamp"":""Apr 21 14:52:49"",""hostname"":""wazuh-server""},""decoder"":{""parent"":""pam"",""name"":""pam""},""data"":{""srcuser"":""wazuh-user"",""dstuser"":""root(uid=0)"",""uid"":""0""},""location"":""journald""}","2026-04-21T09:52:47.000-0500",,,,,,,9,21,52,april,47,tuesday,2026,local,,,,,"10.10.10.12",wazuh,,1,,,,,,,,,"__::_...___::_-_:_{"""":""--::.+"","""":{"""":,"""":"":___."",",,,"udp:515",wazuh,"tgmp-Ubuntu",,,,,,,16,0,,0
